name,state,Full Address,lat,lng,phone,email,providesPrep,providesPep,freeSTIscreening
KD Ulu Jempol,Pahang,"KD Ulu Jempol, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",,,09-2131566,,FALSE,FALSE,TRUE
KD Ulu Renggol,Pahang,"KD Ulu Renggol, 27660 Ulu Renggol, Pahang, 27660, Raub, Pahang",,,09-3657584,,FALSE,FALSE,TRUE
KD Ulu Sungai,Pahang,"KD Ulu Sungai, 27610 Ulu Sungai, Pahang, 27610, Raub, Pahang",,,09-3698193,,FALSE,FALSE,TRUE
KK Balok,Pahang,"KK Balok, 26100 Kuantan, Pahang, 26100, Kuantan, Pahang",,,09-5834533,,FALSE,FALSE,TRUE
KK Bandar Bera 32,Pahang,"KK Bandar Bera 32, Bandar Bera 32, 28300 Triang, Pahang, 28300, Bera, Pahang",,,09-2461988,,FALSE,FALSE,TRUE
KK Bandar Jengka,Pahang,"KK Bandar Jengka, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",,,09-4677198 ,,FALSE,FALSE,TRUE
KK Bandar Jerantut,Pahang,"KK Bandar Jerantut, 27000, Jerantut, Pahang, 27000, Jerantut, Pahang",,,09-2662202,,FALSE,FALSE,TRUE
KK Bandar Kuantan,Pahang,"KK Bandar Kuantan, Jalan Dato Lim Hoe Lek, 25200 Kuantan, Pahang, 25200, Kuantan, Pahang",,,09-5132055,,FALSE,FALSE,TRUE
KK Bandar Mentakab,Pahang,"KK Bandar Mentakab, Jalan Karak, 28400 Mentakab, Pahang, 28400, Temerloh, Pahang",,,09-2771845,,FALSE,FALSE,TRUE
KK Bandar Pekan,Pahang,"KK Bandar Pekan, 26600 Pekan, Pahang, 26600, Pekan, Pahang",,,09-4221044,,FALSE,FALSE,TRUE
KK Bandar Raub,Pahang,"Klinik Kesihatan Raub, Jalan Cheroh Lama, 27600 Raub, Pahang",,,09-3562924,,FALSE,FALSE,TRUE
KK Bandar Tun Razak,Pahang,"KK Bandar Tun Razak, 26900 Bandar Tun Razak, Rompin, Pahang, 26900, Rompin, Pahang",,,09-4457297,,FALSE,FALSE,TRUE
KK Benta,Pahang,"KK Benta, 27300 Benta, Kuala Lipis, Pahang, 27300, Lipis, Pahang",,,09-3239211,,FALSE,FALSE,TRUE
KK Bentong,Pahang,"KK Bentong, Batu 1 Jalan Terap, 28700 Bentong, Pahang, 28700, Bentong, Pahang",,,09-2220134,,FALSE,FALSE,TRUE
KK Bukit Betong,Pahang,"KK Bukit Betong, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",,,09-3291212,,FALSE,FALSE,TRUE
KK Bukit Fraser,Pahang,"KK Bukit Fraser, 49000 Bukit Fraser, Pahang, 49000, Raub, Pahang",,,09-3622333,,FALSE,FALSE,TRUE
KK Bukit Goh (Felda),Pahang,"KK Bukit Goh (Felda), 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",,,09-5478355,,FALSE,FALSE,TRUE
KK Bukit Ibam,Pahang,"KK Bukit Ibam, 26760 Bukit Ibam, Muadzam Shah, Pahang, 26760, Rompin, Pahang",,,09-4585231,,FALSE,FALSE,TRUE
KK Bukit Mendi,Pahang,"KK Bukit Mendi, 28320 Triang, Pahang, 28320, Bera, Pahang",,,09-2450161,,FALSE,FALSE,TRUE
KK Cemomoi,Pahang,"KK Cemomoi, Felda Chemomoi, 28310 Triang, Pahang, 28310, Bentong, Pahang",,,09-2450217,,FALSE,FALSE,TRUE
KK Chanis,Pahang,"KK Chanis, Felda Kratong 7, Bandar Chanis, 26800 Muadzam Shah, Pahang, 26800, Rompin, Pahang",,,09-4471106,,FALSE,FALSE,TRUE
KK Chegar Perah,Pahang,"Klinik Kesihatan Chegar Perah, Chegar Perah, 27200 Kuala Lipis, Pahang",,,019-3984603,,FALSE,FALSE,TRUE
KK Chenor,Pahang,"KK Chenor, 28100 Chenor, Pahang, 28100, Maran, Pahang",,,09-2995391,,FALSE,FALSE,TRUE
KK Cheroh,Pahang,"KK Cheroh, 27610 Raub, Pahang, 27610, Raub, Pahang",,,09-3697228,,FALSE,FALSE,TRUE
KK Chini,Pahang,"KK Chini, 26690 Felda Chini 1, Pekan Pahang, Pahang, 26690, Pekan, Pahang",,,09-4566333,,FALSE,FALSE,TRUE
KK Damak,Pahang,"KK Damak, 27300 Jerantut, Pahang, 27300, Jerantut, Pahang",,,09-2681488 ,,FALSE,FALSE,TRUE
KK Dong,Pahang,"KK Dong, 27400 Raub, Pahang, 27400, Raub, Pahang",,,09-3658355,,FALSE,FALSE,TRUE
KK Gambang,Pahang,"KK Gambang, 26300 Kuantan, Pahang, 26300, Kuantan, Pahang",,,09-54846111,,FALSE,FALSE,TRUE
KK Indera Mahkota,Pahang,"KK Indera Mahkota, Jlm Indera Mahkota 4, Bandar Indera Mahkota, 25582 Kuantan, Pahang, 25582, Kuantan, Pahang",,,09-5736572,,FALSE,FALSE,TRUE
KK Jengka 2,Pahang,"KK Jengka 2, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",,,09-4764320,,FALSE,FALSE,TRUE
KK Jengka 22,Pahang,"KK Jengka 22, Poliklinik Komuniti Felda Jengka 22, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",,,09-4864423,,FALSE,FALSE,TRUE
KK Jengka 7,Pahang,"KK Jengka 7, Klinik Kesihatan Jengka 7, 26400 Maran, Pahang, 26400, Maran, Pahang",,,09-4671566,,FALSE,FALSE,TRUE
KK Jengka 8,Pahang,"KK Jengka 8, 26400 Bandar Jengka, Pahang, 26400, Jerantut, Pahang",,,09-2081555 ,,FALSE,FALSE,TRUE
KK Jerantut Feri,Pahang,"KK Jerantut Feri, Jalan Gintang, Kampung Jerantut Feri, 27000, Jerantut, Pahang",,,09-2667739,,FALSE,FALSE,TRUE
KK Jerkoh,Pahang,"KK Jerkoh, 27300 Benta, Kuala Lipis, Pahang, 27300, Lipis, Pahang",,,09-3239440,,FALSE,FALSE,TRUE
KK Jeruas,Pahang,"KK Jeruas, Sega, 27660 Raub, Pahang, 27660, Raub, Pahang",,,09-3657333 (,,FALSE,FALSE,TRUE
KK Kampung Bantal,Pahang,"KK Kampung Bantal, Kg. Bantal, 27020 Hulu Tembeling, Pahang, 27020, Jerantut, Pahang",,,09-3080400,,FALSE,FALSE,TRUE
KK Kampung Labu,Pahang,"Kg. Labu, Jerantut",,,09-3131195,,FALSE,FALSE,TRUE
KK Kampung Raja,Pahang,"KK Kampung Raja, Kampung Raja, 39010 Cameron Highlands, Pahang, 39010, Cameron Highlands, Pahang",,,05-4982372,,FALSE,FALSE,TRUE
KK Karak,Pahang,"KK Karak, Jalan Besar, 28600 Karak, Pahang, 28600, Bentong, Pahang",,,09-2311245,,FALSE,FALSE,TRUE
KK Kemayan,Pahang,"KK Kemayan, Kemayan, 28320 Triang, Pahang, 28320, Bera, Pahang",,,09-2409715,,FALSE,FALSE,TRUE
KK Kerdau,Pahang,"KK Kerdau, 28010 Kerdau, Temerloh, Pahang, 28010, Temerloh, Pahang",,,09-2847003,,FALSE,FALSE,TRUE
KK Kuala Krau,Pahang,"KK Kuala Krau, Poliklinik Kesihatan Masyarakat, 28050 Kuala Krau, 28050, Temerloh, Pahang",,,09-2861242 ,,FALSE,FALSE,TRUE
KK Kuala Tahan,Pahang,"KK Kuala Tahan, 27000 Jerantut, Pahang, 27020, Jerantut, Pahang",,,09-2667468,,FALSE,FALSE,TRUE
KK Kuala Tekal,Pahang,"KK Kuala Tekal, 28050 Kg.Tekal, Kuala Krau, Pahang, 28050, Temerloh, Pahang",,,09-2847002,,FALSE,FALSE,TRUE
KK Kuala Tembeling,Pahang,"KK Kuala Tembeling, 27020 Jerantut, Pahang, 27020, Jerantut, Pahang",,,09-3086033,,FALSE,FALSE,TRUE
KK Kuala Wau,Pahang,"KK Kuala Wau, Kampung Kuala Wau, 26500 Maran, Pahang, 26500, Maran, Pahang",,,09-4682085,,FALSE,FALSE,TRUE
KK Kurnia,Pahang,"KK Kurnia, Batu 3, Jalan Gambang, 25150 Kuantan, Pahang, 25150, Kuantan, Pahang",,,09-5361333,,FALSE,FALSE,TRUE
KK Lanchang,Pahang,"KK Lanchang, 28500 Lanchang, Pahang, 28500, Temerloh, Pahang",,,09-2803233,,FALSE,FALSE,TRUE
KK Leban Chondong,Pahang,"KK Leban Chondong, 26800 Leban Chondong, K.Rompin, Pahang, 26800, Rompin, Pahang",,,09-4141237,,FALSE,FALSE,TRUE
KK Lembah Klau,Pahang,"KK Lembah Klau, 27630 Raub, Pahang, 27630, Raub, Pahang",,,09-3688333,,FALSE,FALSE,TRUE
KK Lepar Utara 4,Pahang,"KK Lepar Utara 4, Poliklinik Komuniti Lepar Utara 4, 26400 Bandar Tun Razak Jengka, Pahang, 26400, Jerantut, Pahang",,,09-4741523,,FALSE,FALSE,TRUE
KK Lurah Bilut (Felda),Pahang,"KK Lurah Bilut (Felda), 28800 Bentong, Pahang, 28800, Bentong, Pahang",,,09-2377333,,FALSE,FALSE,TRUE
KK Maran,Pahang,"KK Maran, 26500 Maran, Pahang, 26500, Maran, Pahang",,,09-4771333,,FALSE,FALSE,TRUE
KK Mela,Pahang,"KK Mela, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",,,09-3129424,,FALSE,FALSE,TRUE
KK Mempaga,Pahang,"KK Mempaga, 28600 Karak, Pahang, 28600, Bentong, Pahang",,,09-2377954,,FALSE,FALSE,TRUE
KK Merapoh,Pahang,"KK Merapoh , 27210 Kuala Lipis, Pahang, 27210, Lipis, Pahang",,,09-9122377,,FALSE,FALSE,TRUE
KK Nenasi,Pahang,"KK Nenasi, 26680 Kampong Nenasi, Pahang, 26680, Pekan, Pahang",,,09-4181233,,FALSE,FALSE,TRUE
KK Padang Luas,Pahang,"KK Padang Luas, Pej. Kes. Daerah Bera, Tingkat 1 Klinik Kesihatan Padang Luas, 28200 Bandar Bera, Pahang, 28200, Bera, Pahang",,,09-2552062,,FALSE,FALSE,TRUE
KK Padang Piol,Pahang,"KK Padang Piol, 27040 Jerantut, Pahang, 27040, Jerantut, Pahang",,,09-2668448,,FALSE,FALSE,TRUE
KK Padang Rumbia,Pahang,"KK Padang Rumbia, 26650 Kg. Padang Rumbia, Pahang, 26650, Pekan, Pahang",,,09-4281205,,FALSE,FALSE,TRUE
KK Padang Tengku,Pahang,"KK Padang Tengku, 27100 Kg Padang Tengku, Kuala Lipis, Pahang, 27100, Lipis, Pahang",,,09-3291533,,FALSE,FALSE,TRUE
KK Paya Besar,Pahang,"KK Paya Besar, Jalan Baipas, 25100  Kuantan, Pahang, 25100, Kuantan, Pahang",,,09-5395433 ,,FALSE,FALSE,TRUE
KK Pekan Awah,Pahang,"KK Pekan Awah, 28000 Maran, Pahang, 28000, Maran, Pahang",,,09-2986333,,FALSE,FALSE,TRUE
KK Pekan Tajau,Pahang,"KK Pekan Tajau, 26500 Maran, Pahang, 26500, Maran, Pahang",,,09-4774782 ,,FALSE,FALSE,TRUE
KK Peramu Jaya,Pahang,"KK Peramu Jaya, 26600 Peramu Jaya, Pahang, 26600, Pekan, Pahang",,,09-4269609,,FALSE,FALSE,TRUE
KK Perantau Damai,Pahang,"KK Perantau Damai, 26700 Muadzam Shah, Pahang, 26700, Rompin, Pahang",,,09-4431333,,FALSE,FALSE,TRUE
KK Permatang Badak,Pahang,"KK Permatang Badak, 25150 Kuantan, Pahang, 25150, Kuantan, Pahang",,,09-5364626,,FALSE,FALSE,TRUE
KK Perwira Jaya,Pahang,"KK Perwira Jaya, 26700 Muadzam Shah, Pahang, 26700, Rompin, Pahang",,,09-4371176,,FALSE,FALSE,TRUE
KK Pos Betau,Pahang,"KK Pos Betau, 27650 Kuala Lipis, Pahang, 27200, Lipis, Pahang",,,09-3401533 (,,FALSE,FALSE,TRUE
KK Purun,Pahang,"KK Purun, Felda Purun, 28200, Pahang, 28200, Bera, Pahang",,,09-2481585,,FALSE,FALSE,TRUE
KK Ringlet,Pahang,"KK Ringlet, 39200 Ringlet, Cameron Highlands, Pahang, 39200, Cameron Highlands, Pahang",,,05-4956581,,FALSE,FALSE,TRUE
KK Rompin,Pahang,"KK Rompin, 26800 Kuala Rompin, Pahang, 26800, Rompin, Pahang",,,09-4145333,,FALSE,FALSE,TRUE
KK Runchang,Pahang,"KK Runchang, 26690 Pekan, Pahang, 26690, Pekan, Pahang",,,09-4530791,,FALSE,FALSE,TRUE
"KK Sanggang, Temerloh Pahang",Pahang,"KK Sanggang, Temerloh Pahang, 28020 Sanggang, Pahang, 28020, Temerloh, Pahang",,,09-2846333,,FALSE,FALSE,TRUE
KK Sg.Tekam Utara,Pahang,"KK Sg.Tekam Utara, 27060 Felda Sg.Tekam Utara Jerantut, Pahang, 27060, Jerantut, Pahang",,,09-4811526 ,,FALSE,FALSE,TRUE
KK Simpang Pelangai,Pahang,"KK Simpang Pelangai, 28740 Bentong, Pahang, 28740, Bentong, Pahang",,,09-2480755,,FALSE,FALSE,TRUE
KK Sri Jaya,Pahang,"KK Sri Jaya, Sri Jaya, 26500 Maran, 26500, Maran, Pahang",,,09-4780121 ,,FALSE,FALSE,TRUE
KK Sungai Koyan,Pahang,"KK Sungai Koyan, Poliklinik Komuniti Sungai Koyan, 27650 Kuala Lipis, Pahang, 27650, Lipis, Pahang",,,09-3401533,,FALSE,FALSE,TRUE
KK Sungai Lekok,Pahang,"KK Sungai Lekok, 27300 Lekok, Jeratut, Pahang, 27300, Jerantut, Pahang",,,09-2667608,,FALSE,FALSE,TRUE
KK Sungai Lembing,Pahang,"KK Sungai Lembing, 26200 Sungai Lembing, Kuantan, Pahang, 26200, Kuantan, Pahang",,,09-5411598,,FALSE,FALSE,TRUE
KK Sungai Ular,Pahang,"KK Sungai Ular, 26080 Kuantan, Pahang, 26080, Kuantan, Pahang",,,09-5821344,,FALSE,FALSE,TRUE
KK Tanah Rata,Pahang,"KK Tanah Rata , Pej. Kes. Daerah Cameron Highland, 39000 Tanah Rata Cameron Highlands, Pahang, 39000, Cameron Highlands, Pahang",,,05-4911257 ,,FALSE,FALSE,TRUE
KK Tanjung Lalang,Pahang,"KK Tanjung Lalang, Jalan Mentakab, 28000 Temerloh, Pahang, 28000, Temerloh, Pahang",,,09-2961152,,FALSE,FALSE,TRUE
KK Tekek,Pahang,"KK Tekek, Pulau Tioman, 26800 Kuala Rompin, Pahang, 26800, Rompin, Pahang",,,09-4191880,,FALSE,FALSE,TRUE
KK Telemong,Pahang,"KK Telemong, 28620 Karak, Pahang, 28620, Bentong, Pahang",,,09-2399972,,FALSE,FALSE,TRUE
KK Teluk Gading,Pahang,"KK Teluk Gading, 26820 Kuala Rompin, Pahang, 26820, Rompin, Pahang",,,09-4132510,,FALSE,FALSE,TRUE
KK Temai,Pahang,"26640 Kg. Temai, Pekan, Pahang",,,09-4281115,,FALSE,FALSE,TRUE
KK Tembangau,Pahang,"KK Tembangau, 28380 Kemayan, Pahang, 28380, Bera, Pahang",,,06-4685730,,FALSE,FALSE,TRUE
KK Tersang,Pahang,"KK Tersang, 26700 Felda Tersang, Raub, 27600, Raub, Pahang",,,09-3403086,,FALSE,FALSE,TRUE
KK Triang,Pahang,"KK Triang, 28300 Bandar Triang, Pahang, 28300, Bera, Pahang",,,09-2555333,,FALSE,FALSE,TRUE
KK Ulu Gali,Pahang,"KK Ulu Gali, 27600 Raub, Pahang, 27600, Raub, Pahang",,,09-3686355 (,,FALSE,FALSE,TRUE
KK UTC Pahang,Pahang,"KK UTC Pahang, Aras Bawah Bangunan UTC, Jalan Stadium 25200 Kuantan, Pahang, 25200, Kuantan, Pahang",,,09-5124013,,FALSE,FALSE,TRUE
KKIA Kuala Lipis,Pahang,"KKIA Kuala Lipis, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",,,09-3101083,,FALSE,FALSE,TRUE
KKIA Kuantan,Pahang,"KKIA Kuantan, Jalan Gambut, Kuantan, Pahang, 25000, Kuantan, Pahang",,,09-5132055,,FALSE,FALSE,TRUE
KKIA Muadzam Shah,Pahang,"KKIA Muadzam Shah, 26700 Muadzam Shah, Rompin, Pahang, 26700, Rompin, Pahang",,,09-4522780,,FALSE,FALSE,TRUE
KKIA Raub,Pahang,"KKIA Raub, 27600 Raub, Pahang, 27600, Raub, Pahang",,,09-3552355,,FALSE,FALSE,TRUE
KD Air Ganda,Perak,"KD Air Ganda, Kampung Ganda Temengor, Gerik, Hulu Perak, 33300, Hulu Perak, Perak",,,05-7917401,,FALSE,FALSE,TRUE
KD Air Kala,Perak,"KD Air Kala, Kampung Ayer Kala, Lenggong, Hulu Perak, 33420, Hulu Perak, Perak",,,05-7981092,,FALSE,FALSE,TRUE
KD Air Kuning,Perak,"KD Air Kuning, Air Kuning, Tapah, 31920, Batang Padang, Perak",,,05-4789450,,FALSE,FALSE,TRUE
KD Air Panas,Perak,"KD Air Panas, Kampung Ayer Panas, Gerik, 33300, Hulu Perak, Perak",,,05-7917804,,FALSE,FALSE,TRUE
KD Air Tawar Batu 16,Perak,"KD Air Tawar Batu 16, Batu 16, Ayer Tawar, 32400, Manjung, Perak",,,05-6690073,,FALSE,FALSE,TRUE
KD Anak Kurau,Perak,"KD Anak Kurau, Kampung Anak Kurau, Batu Kurau, 34500, Larut dan Matang, Perak",,,05-8882073,,FALSE,FALSE,TRUE
KD Ara Panjang,Perak,"KD Ara Panjang, Ara Panjang, Manong, 33800, Kuala Kangsar, Perak",,,05-7431579,,FALSE,FALSE,TRUE
KD Ayer Itam,Perak,"KD Ayer Itam, Kampung Ayer Itam, Ayer Itam, Hilir Perak, 36700, Hilir Perak, Perak",,,05-6562054,,FALSE,FALSE,TRUE
KD Ayer Putih,Perak,"KD Ayer Putih, Pekan Ayer Putih, Pokok Assam, Larut, Matang & Selama, 34700, Larut dan Matang, Perak",,,05-8915717,,FALSE,FALSE,TRUE
KD Bagan Baru,Perak,"KD Bagan Baru, Bagan Baru, Redang Panjang, 34510, Larut dan Matang, Perak",,,05-8803099,,FALSE,FALSE,TRUE
KD Bagan Lalang,Perak,"KD Bagan Lalang, Kampung Bagan Lalang,  Hutan Melintang, Hilir Perak, 36400, Hilir Perak, Perak",,,05-6414054,,FALSE,FALSE,TRUE
KD Bagan Pasir,Perak,"KD Bagan Pasir, Batu 20, Selekoh, 36200, Hilir Perak, Perak",,,05-6487394,,FALSE,FALSE,TRUE
KD Bagan Pasir Laut,Perak,"KD Bagan Pasir Laut, Bagan Pasir Laut, Selekoh, 36200, Hilir Perak, Perak",,,05-6487402,,FALSE,FALSE,TRUE
KD Bagan Tiang,Perak,"KD Bagan Tiang, Bagan Tiang, Tanjung Piandang, 34250, Kerian, Perak",,,-,,FALSE,FALSE,TRUE
KD Balik Bukit Semanggol,Perak,"KD Balik Bukit Semanggol, Jalan Kerian, Gunung Semanggol, 34400, Kerian, Perak",,,011-65722155,,FALSE,FALSE,TRUE
KD Balun Bidai,Perak,"KD Balun Bidai, Kampung Gajah, Perak Tengah, 36800, Perak Tengah, Perak",,,-,,FALSE,FALSE,TRUE
KD Bandariang,Perak,"KD Bandariang, Bandariang, Gerik, Hulu Perak, 33300, Hulu Perak, Perak",,,04-7913089,,FALSE,FALSE,TRUE
KD Batu 10 Lekir,Perak,"KD Batu 10 Lekir, Batu 10, Lekir, 32020, Manjung, Perak",,,05-6792450,,FALSE,FALSE,TRUE
KD Batu 12,Perak,"KD Batu 12, Batu 12, Jalan Bidor, Langkap, 36700, Hilir Perak, Perak",,,05-6562051,,FALSE,FALSE,TRUE
KD Batu 3,Perak,"KD Batu 3, Temoh, Tapah, 35350, Batang Padang, Perak",,,05-4017502,,FALSE,FALSE,TRUE
KD Batu 3 Segari,Perak,"KD Batu 3 Segari, Batu 3 Segari, Lumut, 32300, Manjung, Perak",,,05-6773863,,FALSE,FALSE,TRUE
KD Batu 38,Perak,"KD Batu 38, Jalan Keretapi, Alor Pongsu, 34300, Kerian, Perak",,,-,,FALSE,FALSE,TRUE
KD Batu 6,Perak,"KD Batu 6, Jalan Pahang, Tapah, 35300, Batang Padang, Perak",,,05-4010101,,FALSE,FALSE,TRUE
KD Batu 8 Segari,Perak,"KD Batu 8 Segari, Kampung Batu 8 Segari, Lumut, 32300, Manjung, Perak",,,05-6773860,,FALSE,FALSE,TRUE
KD Batu 8 Tanjung Tualang,Perak,"KD Batu 8 Tanjung Tualang, Jalan Tanjung Tualang, Tanjung Tualang, 31800, Kinta, Perak",,,05-3702310,,FALSE,FALSE,TRUE
KD Batu Hampar,Perak,"KD Batu Hampar, Batu 26 Jalan Beruas, Sg Kerang, 32700, Larut dan Matang, Perak",,,05-6775346,,FALSE,FALSE,TRUE
KD Batu Melintang,Perak,"KD Batu Melintang, Kampung Batu Melintang, Tapah, 35000, Batang Padang, Perak",,,05-4010000,,FALSE,FALSE,TRUE
KD Bawong,Perak,"KD Bawong, Jalan Lasah, Sg. Siput (U), 31100, Kuala Kangsar, Perak",,,05-5940169,,FALSE,FALSE,TRUE
KD Behrang Stesyen,Perak,"KD Behrang Stesyen, Behrang Stesen, Tanjung Malim, 35950, Muallim, Perak",,,05-4543405,,FALSE,FALSE,TRUE
KD Behrang Ulu,Perak,"KD Behrang Ulu, Behrang Hulu, 35950, Muallim, Perak",,,05-4541861,,FALSE,FALSE,TRUE
KD Belanja Kiri,Perak,"KD Belanja Kiri, Kampung Belanja Kiri, Parit, 32800, Perak Tengah, Perak",,,05-3774108,,FALSE,FALSE,TRUE
KD Belia Pondok Tanjung,Perak,"KD Belia Pondok Tanjung, Rancangan Khas Belia, Selama, 34010, Larut dan Matang, Perak",,,05-8396778,,FALSE,FALSE,TRUE
KD Beluru,Perak,"KD Beluru, Kampung Beluru, Enggor, 33600, Kuala Kangsar, Perak",,,05-7774588,,FALSE,FALSE,TRUE
KD Bemban,Perak,"KD Bemban, Jalan Bemban, Batu Gajah, 31000, Kinta, Perak",,,05-3667300,,FALSE,FALSE,TRUE
KD Beng,Perak,"KD Beng, Kampung Beng, Lenggong, 33400, Hulu Perak, Perak",,,05-7960122,,FALSE,FALSE,TRUE
KD Benting,Perak,"KD Benting, Kampung Benting, Manong, 33800, Kuala Kangsar, Perak",,,05-7432113,,FALSE,FALSE,TRUE
KD Bota Kanan,Perak,"KD Bota Kanan, Bota Kanan, Bota, 32600, Perak Tengah, Perak",,,05-3761770,,FALSE,FALSE,TRUE
KD Bukit Bertam,Perak,"KD Bukit Bertam,  Bukit Bertam, Sungai Bayor, 34110, Larut dan Matang, Perak",,,05-4041923,,FALSE,FALSE,TRUE
KD Bukit Chupak,Perak,"KD Bukit Chupak, Bukit Chupak, Parit, 32800, Perak Tengah, Perak",,,05-3774107,,FALSE,FALSE,TRUE
KD Bukit Gantang,Perak,"KD Bukit Gantang, Kampung Bukit Gantang,  Changkat Jering, 34850, Larut dan Matang, Perak",,,05-8553445,,FALSE,FALSE,TRUE
KD Bukit Merah,Perak,"KD Bukit Merah, Bukit Merah, Gunung Semanggol, 34400, Kerian, Perak",,,-,,FALSE,FALSE,TRUE
KD Bukit Pekan,Perak,"KD Bukit Pekan, Kampung Bukit Pekan, Kampar, 31900, Kampar, Perak",,,05-4664562,,FALSE,FALSE,TRUE
KD Bukit Sapi,Perak,"KD Bukit Sapi, Bukit Sapi, Lenggong, 33400, Hulu Perak, Perak",,,05-7960118,,FALSE,FALSE,TRUE
KD Buluh Akar,Perak,"KD Buluh Akar, Buluh Akar, Parit, 32800, Perak Tengah, Perak",,,05-7432216,,FALSE,FALSE,TRUE
KD Changkat Ibol,Perak,"KD Changkat Ibol, Kampung Changkat Ibol, Changkat Jering, 34850, Larut dan Matang, Perak",,,05-8553440,,FALSE,FALSE,TRUE
KD Changkat Jong,Perak,"KD Changkat Jong, Jalan Changkat Jong, Teluk Intan, 36000, Hilir Perak, Perak",,,05-6237084,,FALSE,FALSE,TRUE
KD Changkat Larah,Perak,"KD Changkat Larah, Kampung Changkat Larah,  Taiping, 34600, Larut dan Matang, Perak",,,05-8839166,,FALSE,FALSE,TRUE
KD Changkat Lobak,Perak,"KD Changkat Lobak, Changkat Lobak, Alor Pongsu, 34300, Kerian, Perak",,,-,,FALSE,FALSE,TRUE
KD Changkat Sulaiman,Perak,"KD Changkat Sulaiman, Changkat Sulaiman, Sungkai, 35600, Batang Padang, Perak",,,05-4410076,,FALSE,FALSE,TRUE
KD Changkat Tin,Perak,"KD Changkat Tin, Tanjung Tualang, 31800, Kinta, Perak",,,05-3600551,,FALSE,FALSE,TRUE
KD Chegar Galah,Perak,"KD Chegar Galah, Chegar Galah, Sauk, 33500, Kuala Kangsar, Perak",,,05-7512378,,FALSE,FALSE,TRUE
KD Chenderiang,Perak,"KD Chenderiang, Chenderiang, Tapah, 35300, Batang Padang, Perak",,,05-4161676,,FALSE,FALSE,TRUE
KD Chendrong,Perak,"KD Chendrong, Jalan Tanjung Tualang, Batu Gajah, 31800, Kinta, Perak",,,05-3702293,,FALSE,FALSE,TRUE
KD Chepor,Perak,"KD Chepor, Kampung Chepor, Lenggong, 33400, Hulu Perak, Perak",,,05-7676413,,FALSE,FALSE,TRUE
KD Chikus,Perak,"KD Chikus, Chikus, Chenderung Balai, 36600, Hilir Perak, Perak",,,05-6595212,,FALSE,FALSE,TRUE
KD Chui Chak,Perak,"KD Chui Chak, Kampung Chui Chak, Langkap, 36700, Hilir Perak, Perak",,,05-6595213,,FALSE,FALSE,TRUE
KD Felcra Lekir,Perak,"KD Felcra Lekir, Felcra Lekir, Sitiawan, 32000, Manjung, Perak",,,05-6926225,,FALSE,FALSE,TRUE
KD Felda Lasah,Perak,"KD Felda Lasah, Lasah, Sungai Siput, 31100, Kuala Kangsar, Perak",,,05-5911486,,FALSE,FALSE,TRUE
KD Gelok,Perak,"KD Gelok, Kampung Gelok, Lenggong, 33400, Hulu Perak, Perak",,,05-7676492,,FALSE,FALSE,TRUE
KD Gunung Besout,Perak,"KD Gunung Besout, Felda Gunung Besout, Sungkai, 35600, Batang Padang, Perak",,,05-6235135,,FALSE,FALSE,TRUE
KD Gunung Panjang,Perak,"KD Gunung Panjang, Kampung Gunung Panjang, Gopeng, 31600, Kampar, Perak",,,05-3596344,,FALSE,FALSE,TRUE
KD Hujung Matang,Perak,"KD Hujung Matang, Kampung Hujung Matang, Kuala Sepetang, 34750, Larut dan Matang, Perak",,,05-8473023,,FALSE,FALSE,TRUE
KD Jalan Gula,Perak,"KD Jalan Gula, Jalan Gula, Simpang Ampat, Semanggol, 34400, Kerian, Perak",,,-,,FALSE,FALSE,TRUE
KD Jalan Ketoyong,Perak,"KD Jalan Ketoyong, Jalan Ketoyong, Tanjung Malim, 35900, Muallim, Perak",,,05-4596441,,FALSE,FALSE,TRUE
KD Jalong,Perak,"KD Jalong, Kampung Jalong, Sungai Siput, 31100, Kuala Kangsar, Perak",,,05-5975150,,FALSE,FALSE,TRUE
KD Jamuan,Perak,"KD Jamuan, Kampung Jamuan, Kuala Kangsar, 33000, Kuala Kangsar, Perak",,,05-7774585,,FALSE,FALSE,TRUE
KD Jelai,Perak,"KD Jelai, Kampung Jelai, Batu Kurau, 34520, Larut dan Matang, Perak",,,05-8882078,,FALSE,FALSE,TRUE
KD Jeram,Perak,"KD Jeram, Kampung Jeram, Kampar, 31900, Kampar, Perak",,,05-4774988,,FALSE,FALSE,TRUE
KD Jeram Mengkuang,Perak,"KD Jeram Mengkuang, Jeram Mengkuang, Bidor, 35500, Batang Padang, Perak",,,05-4332241,,FALSE,FALSE,TRUE
KD Jerlun,Perak,"KD Jerlun, Kampung Jerlun, Kuala Kangsar, 33000, Kuala Kangsar, Perak",,,05-7773067,,FALSE,FALSE,TRUE
KD Kampung Bali,Perak,"KD Kampung Bali, Kg Bali, Tronoh, 31750, Kinta, Perak",,,05-3655064,,FALSE,FALSE,TRUE
