name,state,Full Address,Country,lat,lng,providesPrep,providesPep,freeSTIscreening,googlePlaceId,phone,email
KD Lebak Seberang,Pahang,"KD Lebak Seberang, 28000 Lebak Seberang, Temerloh, Pahang, 28000, Temerloh, Pahang",Malaysia,3.4012324,102.4236634,FALSE,FALSE,TRUE,ChIJx9SMpkS_zjERN7lRoDYtojE,09-2792178,
KD Lembah Bertam,Pahang,"KD Lembah Bertam, 39000 Lembah Bertam, Pahang, 39000, Cameron Highlands, Pahang",Malaysia,4.416921,101.3987497,FALSE,FALSE,TRUE,ChIJXYqP8PtWyjERSGmmj3Uc2mk,09-4957595,
KD Lepar Hilir 1,Pahang,"KD Lepar Hilir 1, 26300 Kuantan, Pahang, 26300, Kuantan, Pahang",Malaysia,3.6577144,103.0818542,FALSE,FALSE,TRUE,ChIJ9ZfbNgDLyDER0OffoAtVH8o,09-5484573,
KD Lepar Hilir 2,Pahang,"KD Lepar Hilir 2, 26300 Kuantan, Pahang, 26300, Kuantan, Pahang",Malaysia,3.6723466,103.0441379,FALSE,FALSE,TRUE,ChIJaZxYNufMyDER3I4G7yLgVPg,09-5495831,
KD Lepar Hilir 3,Pahang,"KD Lepar Hilir 3, 26300 Kuantan, Pahang, 26300, Kuantan, Pahang",Malaysia,3.6649856,103.0004595,FALSE,FALSE,TRUE,ChIJxQ3WjWXNyDER7Jcs557Vml0,09-5495836,
KD Lepar Hilir 7,Pahang,"KD Lepar Hilir 7, 26650 Felda Lepar Hilir 7, Pekan, Pahang, 26650, Pekan, Pahang",Malaysia,3.60129,103.008,FALSE,FALSE,TRUE,ChIJ95TkjWYyzzERWDVF4JZLtOY,09-5496519,
KD Lepar Utara 3,Pahang,"KD Lepar Utara 3, 27060 Lepar Utara 3, Pahang, 27060, Jerantut, Pahang",Malaysia,3.913004,102.6991494,FALSE,FALSE,TRUE,ChIJZYExhcMjyTERrPvMiWTJ6nw,09-4741794,
KD Lipat Kajang,Pahang,"KD Lipat Kajang, 28020 Lipat Kajang, Temerloh, Pahang, 28020, Temerloh, Pahang",Malaysia,3.448649,102.4163482,FALSE,FALSE,TRUE,ChIJmW_fx5a4zjERfURcwsYR73Q,09-2847001,
KD Lubok Kulit,Pahang,"KD Lubok Kulit, 27200 Lubok Kulit, Pahang, 27200, Lipis, Pahang",Malaysia,4.1922351,101.9257267,FALSE,FALSE,TRUE,ChIJNweLhq_RyzER_USdeR37FDE,09-3292541,
KD Lubuk Paku,Pahang,"KD Lubuk Paku, 26500 Maran, Pahang, 26500, Maran, Pahang",Malaysia,3.509255,102.769951,FALSE,FALSE,TRUE,ChIJOW_3w5nXzjERemGNtRbcIqM,09-4680268,
KD Machang Gelap,Pahang,"KD Machang Gelap, 28100 Maran, Pahang, 28100, Maran, Pahang",Malaysia,3.4782996,102.598501,FALSE,FALSE,TRUE,ChIJa_GmfGrFzjERLmUd9E6geY0,09-2906448,
KD Mambang,Pahang,"KD Mambang, 26600 Kampung Marhum, Pahang, 26600, Pekan, Pahang",Malaysia,3.5082453,103.4190238,FALSE,FALSE,TRUE,ChIJfZijJOVQzzERWh2Tcg1vZDs,09-4201228,
KD Mat Daling,Pahang,"KD Mat Daling, 27020 Hulu Tembeling, Pahang, 27020, Jerantut, Pahang",Malaysia,3.9960592,102.3234816,FALSE,FALSE,TRUE,ChIJIzQUIeFoyTERyA55cl0UD1Y,012-9632403,
KD Mayam,Pahang,"KD Mayam, 28300 Triang, Bera, Pahang, 28300, Bera, Pahang",Malaysia,3.3618696,102.6533174,FALSE,FALSE,TRUE,ChIJF7joJhLdzjERwRxL2wEvvpI,09-2481586,
KD Mengkarak,Pahang,"KD Mengkarak, 28300 Mengkarak, Bera, Pahang, 28300, Bera, Pahang",Malaysia,3.329508,102.419312,FALSE,FALSE,TRUE,ChIJyVtuNkOVzjERhBns3OAh4PY,09-2446148,
KD Mengkuang,Pahang,"KD Mengkuang, 28340 Triang, Bera, Pahang, 28340, Bera, Pahang",Malaysia,3.2373279,102.4154391,FALSE,FALSE,TRUE,ChIJn7oTRRKTzjERkUpT_5Z8sSQ,09-2437511,
KD Menson,Pahang,"KD Menson, Kg. Leryar, Pos Menson, Ringlet, 39200, Cameron Highlands, Pahang",Malaysia,4.4240467,101.5155464,FALSE,FALSE,TRUE,ChIJw7v6BgZRyjER8CODd3YVSMo,-,
KD Mukut,Pahang,"KD Mukut, 86800 Kg. Mukut, P.Tioman, Rompin, Pahang, 86600, Rompin, Pahang",Malaysia,2.72088,104.17981,FALSE,FALSE,TRUE,ChIJA_qbE8UYxTERdKUCV3F8CL4,09-4120391,
KD Pahang Tua,Pahang,"KD Pahang Tua, 26620 Kampong Lamir, Pahang, 26620, Pekan, Pahang",Malaysia,3.587366,103.355213,FALSE,FALSE,TRUE,ChIJr-g_z4tNzzERtAeYxi7dbB8,09-4260329,
KD Paloh Hinai,Pahang,"KD Paloh Hinai, 26650 Kg. Paloh Hinai, Pahang, 26650, Pekan, Pahang",Malaysia,3.486809,103.1049111,FALSE,FALSE,TRUE,ChIJdf5x3985zzERCw3RE-4FHv4,09-4291294,
KD Pasir Panjang,Pahang,"KD Pasir Panjang, 26600 Kg. Pasir Panjang, Pahang, 26600, Pekan, Pahang",Malaysia,3.5026417,103.435892,FALSE,FALSE,TRUE,ChIJWUDVmrhQzzERltbuzisRClM,09-4225937,
KD Paya Bungor,Pahang,"KD Paya Bungor, 26020 Kuantan, Pahang, 26020, Kuantan, Pahang",Malaysia,3.682088,102.930901,FALSE,FALSE,TRUE,ChIJFZ7Oaw_TyDERXSEpvipKI8U,09-4780252,
KD Paya Pasir,Pahang,"KD Paya Pasir, 28100 Chenor, Maran, Pahang, 28100, Maran, Pahang",Malaysia,3.53396,102.638,FALSE,FALSE,TRUE,ChIJL7rZTTPQzjERF1v1Vdycoao,09-4779250,
KD Paya Pulai,Pahang,"KD Paya Pulai, 28000 Paya Pulai, Temerloh, Pahang, 28000, Temerloh, Pahang",Malaysia,3.459507,102.4635234,FALSE,FALSE,TRUE,ChIJCVp9RaDHzjERb1A52cX79ds,09-2972724,
KD Paya Sok,Pahang,"KD Paya Sok, 28050 Paya Sok, Temerloh, Pahang, 28050, Temerloh, Pahang",Malaysia,3.619202,102.386173,FALSE,FALSE,TRUE,ChIJU8481Pi0zjER_JihGjCLQt0,09-3010015,
KD Paya Teh,Pahang,"KD Paya Teh, 27000 Paya, Jerantut, Pahang, 27000, Jerantut, Pahang",Malaysia,3.9853968,102.3393041,FALSE,FALSE,TRUE,ChIJi9E_s_VxyTERbaww5GEg_pk,09-2667041,
KD Pekan Sari Awah,Pahang,"KD Pekan Sari Awah, 28000 Pekan Awah, Pahang, 28000, Maran, Pahang",Malaysia,3.493932,102.5553959,FALSE,FALSE,TRUE,ChIJm_fhHPXFzjERXIP1WXyvjrI,09-2987323,
KD Penor,Pahang,"KD Penor, 26060 Kuantan, Pahang, 26060, Kuantan, Pahang",Malaysia,3.7021869,103.3356272,FALSE,FALSE,TRUE,ChIJt865cDqyyDERxNn_Or8W0MQ,09-5679549,
KD Pesagi,Pahang,"KD Pesagi, 28100 Chenor, Pahang, 28100, Maran, Pahang",Malaysia,3.5217979,102.6367517,FALSE,FALSE,TRUE,ChIJI5icszvQzjERwhmCfq1cbbU,09-4689634,
KD Pianggu,Pahang,"KD Pianggu, 26820 Pianggu, Kuala Rompin, Pahang, 26820, Rompin, Pahang",Malaysia,2.6367582,103.5921964,FALSE,FALSE,TRUE,ChIJXarpTvNfxTER70YZsEg0PnE,09-4132841,
KD Pos Buntu,Pahang,"KD Pos Buntu, 27600 Cheroh, Raub, Pahang, 27600, Raub, Pahang",Malaysia,3.90689,101.8164262,FALSE,FALSE,TRUE,ChIJITW0hUvpyzERysDpcstWOV4,09-3670000,
KD Pos Iskandar,Pahang,"KD Pos Iskandar, 28380 Kemayan, Bera, Pahang, 28380, Bera, Pahang",Malaysia,3.0259969,102.6584622,FALSE,FALSE,TRUE,ChIJjaorvw_5zjERuZSKeCaE5Xc,06-2550028,
KD Pos Lenjang,Pahang,"KD Pos Lenjang, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",Malaysia,4.0992526,102.1175404,FALSE,FALSE,TRUE,ChIJv04YfmZ9yTER74bpOvOHWZ0,-,
KD Pos Sinderut,Pahang,"KD Pos Sinderut, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",Malaysia,4.0992526,102.1175404,FALSE,FALSE,TRUE,ChIJv04YfmZ9yTER74bpOvOHWZ0,-,
KD Pos Titom,Pahang,"KD Pos Titom, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",Malaysia,4.0992526,102.1175404,FALSE,FALSE,TRUE,ChIJv04YfmZ9yTER74bpOvOHWZ0,-,
KD Pulau Jawa,Pahang,"KD Pulau Jawa, 26600 Kg. Pulau Jawa, Pahang, 26600, Pekan, Pahang",Malaysia,3.508602,103.4097541,FALSE,FALSE,TRUE,ChIJvVcRp_ZQzzERAYFmayjrC2g,09-4225363,
KD Pulau Rusa,Pahang,"KD Pulau Rusa, 26620 Kg. Pulau Rusa, Pahang, 26620, Pekan, Pahang",Malaysia,3.554973,103.3232821,FALSE,FALSE,TRUE,ChIJg2ljjXpOzzERREk_ESAWH8c,09-5680051,
KD Purun,Pahang,"KD Purun, 28000 Temerloh, Pahang, 28000, Temerloh, Pahang",Malaysia,3.4509546,102.41091,FALSE,FALSE,TRUE,ChIJE2myNHC5zjERDDgZNWHFXjM,09-2791461,
KD Pusat Pendidikan Tun Razak,Pahang,"KD Pusat Pendidikan Tun Razak, 27060 Tun Razak, Pahang, 27060, Jerantut, Pahang",Malaysia,4.0011026,102.4022404,FALSE,FALSE,TRUE,ChIJF6zQFwBryTERfPpknSRfQ_0,09-4717040,
KD Rentam,Pahang,"KD Rentam, 28200 Bera, Pahang, 28200, Bera, Pahang",Malaysia,3.264023,102.615129,FALSE,FALSE,TRUE,ChIJLcru6qPozjERHlqa7j56Vg0,09-2462467,
KD RPS Kedaik,Pahang,"KD RPS Kedaik, 26800 Kedaik, Muadzam Shah, Pahang, 26800, Rompin, Pahang",Malaysia,2.88661,103.23,FALSE,FALSE,TRUE,ChIJHy89X7CZzzERwp5Fy-M6lf0,09-4535266,
KD RTP Bukit Goh,Pahang,"KD RTP Bukit Goh, 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",Malaysia,3.889119,103.2635564,FALSE,FALSE,TRUE,ChIJ2XC-AQC_yDERPvyejX6HfF8,09-5478355,
KD Salong,Pahang,"KD Salong, 26690 Kg. Salong, Pahang, 26690, Pekan, Pahang",Malaysia,3.479834,102.9671521,FALSE,FALSE,TRUE,ChIJLeJQJ2glzzERnMm4vzIJMNE,09-4201200,
KD Sang Lee,Pahang,"KD Sang Lee, 27600 Sang Lee, Raub, Pahang, 27600, Raub, Pahang",Malaysia,3.65382,101.8443719,FALSE,FALSE,TRUE,ChIJhy4YdzIIzDERPfdoRq46evs,09-3630116,
KD Sawah Batu,Pahang,"KD Sawah Batu, 36700 Muadzam Shah, Pahang, 36700, Pekan, Pahang",Malaysia,3.056192,103.0852249,FALSE,FALSE,TRUE,ChIJLx643zcJzzER-afGDyIbmZw,09-4530658,
KD Sawira,Pahang,"KD Sawira, 26700 Sawira, Rompin, Pahang, 26700, Rompin, Pahang",Malaysia,3.0783462,103.0700397,FALSE,FALSE,TRUE,ChIJ6WGF00IJzzER1tFto22fxkk,09-4581012,
KD Selancar 2,Pahang,"KD Selancar 2, 26700 Selancar, Rompin, Pahang, 26700, Rompin, Pahang",Malaysia,2.6356875,103.0125625,FALSE,FALSE,TRUE,ChIJYyMaZQDHzzERwrgWlU-ekBo,09-4381445,
KD Selancar 3,Pahang,"KD Selancar 3, 26700 Selancar, Rompin, Pahang, 26700, Rompin, Pahang",Malaysia,2.6235732,103.0022064,FALSE,FALSE,TRUE,ChIJH4g_9sfFzzER7CYc-SgcwzY,09-4381787,
KD Selancar 4,Pahang,"KD Selancar 4, Selancar 4, 26700 Selancar, Pahang, 28200, Rompin, Pahang",Malaysia,2.6245913,103.0248265,FALSE,FALSE,TRUE,ChIJj0AnjdDFzzER0u5tsPWLqNw,09-4382079,
KD Selendang,Pahang,"KD Selendang, 26800 Selendang, Rompin, Pahang, 26800, Rompin, Pahang",Malaysia,2.7454786,103.4875035,FALSE,FALSE,TRUE,ChIJeelw_K6LzzERzh5Ql1Lny3A,09-4141706,
KD Senggora,Pahang,"KD Senggora, 26500 Maran, Pahang, 26500, Maran, Pahang",Malaysia,3.553838,102.77306,FALSE,FALSE,TRUE,ChIJPVHVEYfXzjER9BQ9Z0UAO9o,09-4862994,
KD Sentang,Pahang,"KD Sentang, 27100 Padang Tengku, Pahang, 27100, Lipis, Pahang",Malaysia,4.210484,101.975766,FALSE,FALSE,TRUE,ChIJTyQRwk3RyzERCRBAE3M2J3c,017-9640008,
KD Sepayang,Pahang,"KD Sepayang, 26800 Sepayang, Kuala Rompin, Pahang, 26800, Rompin, Pahang",Malaysia,2.761819,103.4951069,FALSE,FALSE,TRUE,ChIJU8sig8mLzzERbn0LTUXxD-Q,09-4142677,
KD Serengkam,Pahang,"KD Serengkam, 26500 Maran, Pahang, 26500, Maran, Pahang",Malaysia,3.498073,102.8232011,FALSE,FALSE,TRUE,ChIJC0idagwozzERmv_WPKoKWpk,09-4682953,
KD Sertik (Felda),Pahang,"KD Sertik (Felda), 28610 Karak, Pahang, 28610, Bentong, Pahang",Malaysia,3.494512,102.033815,FALSE,FALSE,TRUE,ChIJyWLLFi8dzDERckVs3Pqj8h0,09-2231420,
KD Sg. Isap,Pahang,"KD Sg. Isap, No.29, Lrg 81, Perkampungan Sg. Isap, 25150, Kuantan, Pahang",Malaysia,3.782105,103.2754934,FALSE,FALSE,TRUE,Elc4MSwgMjksIEpsbiBTdW5nYWkgSXNhcCBKYXlhLCBQZXJrYW1wdW5nYW4gU3VuZ2FpIElzYXAsIDI1MTUwIEt1YW50YW4sIFBhaGFuZywgTWFsYXlzaWEiOBo2CjASLgoUChIJL2oDL8iwyDERYDq_33pxwlcQHSoUChIJUYhd0rewyDERylVp7pyoP6sSAjgx,09-5365440,
KD Sg. Jerek,Pahang,"KD Sg. Jerek, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",Malaysia,3.768473,102.545392,FALSE,FALSE,TRUE,ChIJ42IyAlsxyTER1NX8xXksURs,09-4788170,
KD Sri Layang,Pahang,"KD Sri Layang, 69000 Genting Highlands, Pahang, 69000, Bentong, Pahang",Malaysia,3.3961671,101.772675,FALSE,FALSE,TRUE,ChIJ84RcCQAVzDERA-_Bzy-Q-UI,013-9773278,
KD Sri Makmur,Pahang,"KD Sri Makmur, 26500 Maran, Pahang, 26500, Maran, Pahang",Malaysia,3.5314971,102.9198981,FALSE,FALSE,TRUE,ChIJEdIH598uzzERaYk6dq3Ur18,09-5468785,
KD Sungai Chetang,Pahang,"KD Sungai Chetang, 27600 Sungai Chetang, Pahang, 27600, Raub, Pahang",Malaysia,3.711338,101.8227791,FALSE,FALSE,TRUE,ChIJKYWWVgD3yzERLamA-HrGVk8,09-3615708,
KD Sungai Dua,Pahang,"KD Sungai Dua, 28600 Karak, Pahang, 28600, Bentong, Pahang",Malaysia,3.456548,101.9903066,FALSE,FALSE,TRUE,ChIJsxxvH3sczDERBc_oLXLzfPk,06- 4810201,
KD Sungai Kemahal,Pahang,"KD Sungai Kemahal, Felda Sg.Kemahal, 28310 Triang, Pahang, 28310, Bera, Pahang",Malaysia,3.177851,102.2736791,FALSE,FALSE,TRUE,ChIJYc0T6uaPzjER5lpFhjbpAH4,09-2450927,
KD Sungai Klau,Pahang,"KD Sungai Klau, 27600 Sungai Klau, Pahang, 27600, Raub, Pahang",Malaysia,3.7476984,101.9755878,FALSE,FALSE,TRUE,ChIJaWNxQ_n7yzERbweRmM27YeQ,09-3688516,
KD Sungai Nerek (Felda),Pahang,"KD Sungai Nerek (Felda), 28000 Pekan Awah, Pahang, 28000, Maran, Pahang",Malaysia,3.5342172,102.5028998,FALSE,FALSE,TRUE,ChIJiVhQMODIzjERiXUX1wxtrEA,09-2986025,
KD Sungai Panching Selatan (Felda),Pahang,"KD Sungai Panching Selatan (Felda), 26010 Kuantan, Pahang, 26010, Kuantan, Pahang",Malaysia,3.8146211,103.1606441,FALSE,FALSE,TRUE,ChIJIfnbSgm4yDERK4bu5Szqd1U,09-5421070,
KD Sungai Panching Timur (Felda),Pahang,"KD Sungai Panching Timur (Felda), 26140 Kuantan, Pahang, 26140, Kuantan, Pahang",Malaysia,3.8179115,103.2003559,FALSE,FALSE,TRUE,ChIJhUGlKH-5yDERqCLwJWf1K64,09-5421079,
KD Sungai Panching Utara,Pahang,"KD Sungai Panching Utara, 26140 Kuantan, Pahang, 26140, Kuantan, Pahang",Malaysia,3.8488952,103.145201,FALSE,FALSE,TRUE,ChIJh4DiaQnHyDERGjmGj51dpJI,09-5496069,
KD Sungai Penjuring,Pahang,"KD Sungai Penjuring, 28700 Bentong, Pahang, 28700, Bentong, Pahang",Malaysia,3.6132739,101.8786709,FALSE,FALSE,TRUE,ChIJrW-AsJoIzDERhjbHzKOchIM,09-2232389,
KD Sungai Putat,Pahang,"KD Sungai Putat, 26400 Sg. Putat, Pahang, 26400, Jerantut, Pahang",Malaysia,3.6344438,102.5527505,FALSE,FALSE,TRUE,ChIJo2i5hokzyTER4MIuDg48mtU,09-2671061,
KD Sungai Retang,Pahang,"KD Sungai Retang, 27000 Retang, Pahang, 27000, Jerantut, Pahang",Malaysia,4.089128165,102.3721706,FALSE,FALSE,TRUE,ChIJw0vGC7puyTERrkji32ZPLCQ,09-3132033,
KD Sungai Ruan,Pahang,"KD Sungai Ruan, 27600 Sungai Ruan, Pahang, 27600, Raub, Pahang",Malaysia,3.8030998,101.866362,FALSE,FALSE,TRUE,ChIJwbI49qHwyzERSKEZjv646KM,09-3687830,
KD Sungai Tekam Getah,Pahang,"KD Sungai Tekam Getah, 27070 Sg. Tekam Getah, 27070, Jerantut, Pahang",Malaysia,3.8649216,102.5357099,FALSE,FALSE,TRUE,ChIJ18JR6tA7yTERbxIjdLTyidI,09-4717064,
KD Taman Desa Damai,Pahang,"KD Taman Desa Damai, 28700 Bentong, Pahang, 28700, Bentong, Pahang",Malaysia,3.5708458,101.8886375,FALSE,FALSE,TRUE,EkNKYWxhbiBEZXNhIERhbWFpLCBUYW1hbiBEZXNhIERhbWFpLCAyODcwMCBCZW50b25nLCBQYWhhbmcsIE1hbGF5c2lhIi4qLAoUChIJq2Vqg1gPzDERsM7tsCzzQEwSFAoSCX0cDk1YD8wxETFMLtxRAhPf,09-2231846,
KD Tanjong Batu,Pahang,"KD Tanjong Batu, 26630 Kg. Tanjung Batu, Pahang, 26630, Pekan, Pahang",Malaysia,3.2047796,103.4410621,FALSE,FALSE,TRUE,ChIJhUIYEYZkzzER4AF-XXoMkA8,09-4181027,
KD Tanjong Medang,Pahang,"KD Tanjong Medang, 26600 Kg. Tanjung Medang, Pahang, 26600, Pekan, Pahang",Malaysia,3.5657054,103.3869683,FALSE,FALSE,TRUE,ChIJf9pARHRTzzER0cvOerbPCBA,09-4224670,
KD Tanjong Pulai,Pahang,"KD Tanjong Pulai, 26660 Kg. Tanjung Pulai, Pahang, 26660, Pekan, Pahang",Malaysia,3.5238787,103.1726011,FALSE,FALSE,TRUE,ChIJw7X_rz83zzEREgVY2kbMUes,09-5683178,
KD Tanjong Selangor,Pahang,"KD Tanjong Selangor, 26660 Kg. Tanjung Selangor, Pahang, 26660, Pekan, Pahang",Malaysia,3.581665,103.4161351,FALSE,FALSE,TRUE,ChIJ4y19O8hTzzERTT0PiIS3k8A,09-4260382,
KD Tanjung Besar,Pahang,"KD Tanjung Besar, 27000 Tanjong Besar, Pahang, 27000, Lipis, Pahang",Malaysia,4.017832,102.0486211,FALSE,FALSE,TRUE,ChIJp_6BLKDfyzERclPj6VtQnJM,09-3230459,
KD Tanjung Gahai,Pahang,"KD Tanjung Gahai, 27200 Tanjong Gahai, Pahang, 27200, Lipis, Pahang",Malaysia,4.2652474,101.8437016,FALSE,FALSE,TRUE,ChIJAd62MJTNyzERBf6p762fpT4,09 3290012,
KD Tanjung Lumpur,Pahang,"KD Tanjung Lumpur, 26060 Kuantan, Pahang, 26060, Kuantan, Pahang",Malaysia,3.7610183,103.315136,FALSE,FALSE,TRUE,ChIJBWbtHAKxyDER-7Lvjf5Xerk,09-5680289,
KD Telok Sentang,Pahang,"KD Telok Sentang, 28000 Teluk Sentang, Temerloh, Pahang, 28000, Temerloh, Pahang",Malaysia,3.4509546,102.41091,FALSE,FALSE,TRUE,ChIJE2myNHC5zjERDDgZNWHFXjM,09-2791160,
KD Temin,Pahang,"KD Temin, 27000 Jerantut, Pahang, 27000, Jerantut, Pahang",Malaysia,3.895355,102.3872288,FALSE,FALSE,TRUE,ChIJp_QtxStByTER4EOX-RZ2nFs,09-3010430,
KD Terisu,Pahang,"KD Terisu, Bt. 49, Pos Terisu, Kuala Terla, 39010, Cameron Highlands, Pahang",Malaysia,4.546561,101.4161723,FALSE,FALSE,TRUE,ChIJ2SapdklZyjER7ZDgsMHzobY,05-4393100,
KD Tras,Pahang,"KD Tras, 27600 Tras, Raub, Pahang, 27600, Raub, Pahang",Malaysia,3.6662205,101.8301578,FALSE,FALSE,TRUE,ChIJw-kigN8JzDERcJQq3Jejl_g,09-3615707,
KD Triang 1,Pahang,"KD Triang 1, 28200 Bera, Pahang, 28200, Bera, Pahang",Malaysia,3.195892,102.5186389,FALSE,FALSE,TRUE,ChIJD4RgseztzjERZRYh7PzgvBM,09-2561595,
KD Triang 3,Pahang,"KD Triang 3, 28200 Bera, Pahang, 28200, Bera, Pahang",Malaysia,3.2548574,102.5697863,FALSE,FALSE,TRUE,ChIJVSGo99PuzjERd_YSAaYok9o,09-2469013,
KD Tringkap,Pahang,"KD Tringkap, 39000 Tringkap, Cameron Highland, Pahang, 39000, Cameron Highlands, Pahang",Malaysia,4.513034,101.4300209,FALSE,FALSE,TRUE,ChIJe_es2IFZyjERmEpLF9obPXM,09-4961451,
KD Ubai,Pahang,"KD Ubai, 26610 Kuantan, Pahang, 26610, Pekan, Pahang",Malaysia,3.8200843,103.3322247,FALSE,FALSE,TRUE,ChIJBeAm6Pi5yDERYk8h-6oWTKQ,09-4268534,
KD Ulu Atok,Pahang,"KD Ulu Atok, 27660 Ulu Atok, Raub, Pahang, 27660, Raub, Pahang",Malaysia,4.047719,101.9336872,FALSE,FALSE,TRUE,ChIJd3NkkYncyzERvdCMQvZNzVk,09-3241875,
KD Ulu Cheka,Pahang,"KD Ulu Cheka, 27000 Ulu Cheka, Pahang, 27000, Jerantut, Pahang",Malaysia,3.9588413,102.1404037,FALSE,FALSE,TRUE,ChIJ-9-JJsJdyTERlRRtwpa7mhU,09-2680250,
KD Ulu Dong,Pahang,"KD Ulu Dong, 27400 Ulu Dong, Pahang, 27400, Raub, Pahang",Malaysia,3.9320415,101.9233964,FALSE,FALSE,TRUE,ChIJaVaOxWrmyzERagSVCgezUZ8,09-3659006,
KD Ulu Jempol,Pahang,"KD Ulu Jempol, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",Malaysia,3.747684,102.6255668,FALSE,FALSE,TRUE,ChIJDyconB4uyTERj767ex60yn0,09-2131566,
KD Ulu Renggol,Pahang,"KD Ulu Renggol, 27660 Ulu Renggol, Pahang, 27660, Raub, Pahang",Malaysia,4.007703,101.8943591,FALSE,FALSE,TRUE,ChIJ1w6YkUjdyzERSnFuNzquP3Y,09-3657584,
KD Ulu Sungai,Pahang,"KD Ulu Sungai, 27610 Ulu Sungai, Pahang, 27610, Raub, Pahang",Malaysia,3.989191,101.7371678,FALSE,FALSE,TRUE,ChIJn5zpmSbAyzERaZY8MaWnywo,09-3698193,
KK Balok,Pahang,"KK Balok, 26100 Kuantan, Pahang, 26100, Kuantan, Pahang",Malaysia,3.9327198,103.3720981,FALSE,FALSE,TRUE,ChIJRxG4vMWiyDERdXnUBSdsSRQ,09-5834533,
KK Bandar Bera 32,Pahang,"KK Bandar Bera 32, Bandar Bera 32, 28300 Triang, Pahang, 28300, Bera, Pahang",Malaysia,3.264006,102.6069487,FALSE,FALSE,TRUE,ChIJ-4qfebHozjERxUvn-3DMLos,09-2461988,
KK Bandar Jengka,Pahang,"KK Bandar Jengka, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",Malaysia,3.7662444,102.5428009,FALSE,FALSE,TRUE,ChIJR_v1CyUxyTERZJUUBTEbyf4,09-4677198,
KK Bandar Jerantut,Pahang,"KK Bandar Jerantut, 27000, Jerantut, Pahang, 27000, Jerantut, Pahang",Malaysia,3.9353868,102.3622665,FALSE,FALSE,TRUE,ChIJLdQMH3ZByTERtODp2_TJgs8,09-2662202,
KK Bandar Kuantan,Pahang,"KK Bandar Kuantan, Jalan Dato Lim Hoe Lek, 25200 Kuantan, Pahang, 25200, Kuantan, Pahang",Malaysia,3.8200304,103.323238,FALSE,FALSE,TRUE,ChIJGW8e9Py7yDERGHV27MDZLvg,09-5132055,
KK Bandar Mentakab,Pahang,"KK Bandar Mentakab, Jalan Karak, 28400 Mentakab, Pahang, 28400, Temerloh, Pahang",Malaysia,3.4813858,102.3421563,FALSE,FALSE,TRUE,ChIJT5wiJBy6zjERzH-Cjq6AY2E,09-2771845,
KK Bandar Pekan,Pahang,"KK Bandar Pekan, 26600 Pekan, Pahang, 26600, Pekan, Pahang",Malaysia,3.4897138,103.3928124,FALSE,FALSE,TRUE,ChIJ8xcMrHBQzzERGwQW3S_iY3k,09-4221044,
KK Bandar Raub,Pahang,"Klinik Kesihatan Raub, Jalan Cheroh Lama, 27600 Raub, Pahang",Malaysia,3.7953535,101.8504944,FALSE,FALSE,TRUE,ChIJhzRmjq3xyzEReVtbhC5sh_I,09-3562924,
KK Bandar Tun Razak,Pahang,"KK Bandar Tun Razak, 26900 Bandar Tun Razak, Rompin, Pahang, 26900, Rompin, Pahang",Malaysia,2.9042303,102.8995437,FALSE,FALSE,TRUE,ChIJy7nkW4CuzzERNtnnCXu54Jk,09-4457297,
KK Benta,Pahang,"KK Benta, 27300 Benta, Kuala Lipis, Pahang, 27300, Lipis, Pahang",Malaysia,4.0131987,101.960423,FALSE,FALSE,TRUE,ChIJR6h0E6ngyzERwsLaPaZEVH0,09-3239211,
KK Bentong,Pahang,"KK Bentong, Batu 1 Jalan Terap, 28700 Bentong, Pahang, 28700, Bentong, Pahang",Malaysia,3.5402037,101.9022884,FALSE,FALSE,TRUE,ChIJiYr4R3cFzDER59pSKworic4,09-2220134,
KK Bukit Betong,Pahang,"KK Bukit Betong, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",Malaysia,4.253191,101.9206238,FALSE,FALSE,TRUE,ChIJLZy_SVrSyzERESKY_w1KA9c,09-3291212,
KK Bukit Fraser,Pahang,"KK Bukit Fraser, 49000 Bukit Fraser, Pahang, 49000, Raub, Pahang",Malaysia,3.7115754,101.7363081,FALSE,FALSE,TRUE,ChIJA85jalb0yzERZFGJpupo5YE,09-3622333,
KK Bukit Goh (Felda),Pahang,"KK Bukit Goh (Felda), 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",Malaysia,3.9130002,103.2572901,FALSE,FALSE,TRUE,ChIJB5VE44S-yDERxNYpndMFAuU,09-5478355,
KK Bukit Ibam,Pahang,"KK Bukit Ibam, 26760 Bukit Ibam, Muadzam Shah, Pahang, 26760, Rompin, Pahang",Malaysia,3.165515,102.97575,FALSE,FALSE,TRUE,ChIJNYWBfUUFzzERFeg_glS6ucY,09-4585231,
